Report Received Date,Manufacturer,Subject,Component,Recall Type,Potentially Affected,Park Outside Advisory ,Do Not Drive Advisory
02/01/2000,PACCAR Incorporated,PACCAR/HONEYWELL-BENDIX/BRAKE VALVE,"SERVICE BRAKES, AIR",Vehicle,2268.0,No,No
01/31/2000,Ford Motor Company,FORD/GLASS RETENTION,VISIBILITY,Vehicle,1475.0,No,No
01/31/2000,"Mack Trucks, Inc.",MACK/FMVSS 108,EXTERIOR LIGHTING,Vehicle,709.0,No,No
01/28/2000,Wabash National Corporation,WABASH/BODY RAIL WELDS,STRUCTURE,Vehicle,6233.0,No,No
01/27/2000,FREIGHTLINER LLC,FREIGHTLINER/FONTAINE/FIFTH WHEEL MOUNTING PLATE,TRAILER HITCHES,Vehicle,151.0,No,No
01/26/2000,"General Motors, LLC",GM/FMVSS 124/CRUISE CONTROL BRACKET,VEHICLE SPEED CONTROL,Vehicle,61.0,No,No
01/24/2000,Honda (American Honda Motor Co.),HONDA/CONVERTIBLE TOP COVER/SEAT BELTS,SEAT BELTS,Vehicle,4930.0,No,No
01/24/2000,INTERNATIONAL TRUCK & ENGINE CORPORATION,INTERNATIONAL/ABS TRACTION VALVE,"SERVICE BRAKES, HYDRAULIC",Vehicle,829.0,No,No
01/22/2000,"CARPENTER INDUSTRIES, INC.",CARPENTER/EMERGENCY DOOR,STRUCTURE,Vehicle,3633.0,No,No
01/21/2000,Volvo Trucks North America,VOLVO TRUCKS/FONTAINE/FIFTH WHEEL MOUNTING PLATE,TRAILER HITCHES,Vehicle,3633.0,No,No
01/20/2000,"Suzuki Motor USA, LLC",SUZUKI/FRONT STRUTS,SUSPENSION,Vehicle,13461.0,No,No
01/19/2000,PACCAR Incorporated,PACCAR/THROTTLE/BRAKE PEDAL,"SERVICE BRAKES, HYDRAULIC",Vehicle,125.0,No,No
01/18/2000,Aston Martin The Americas,ASTON MARTIN/SUSPENSION,STEERING,Vehicle,381.0,No,No
01/18/2000,"BMW of North America, LLC",BMW/STEERING SHAFT COUPLING,STEERING,Vehicle,190.0,No,No
01/18/2000,FREIGHTLINER LLC,FREIGHTLINER/ABS VALVE,"SERVICE BRAKES, AIR",Vehicle,21.0,No,No
01/18/2000,FREIGHTLINER LLC,FREIGHTLINER/BRAKE MOUNTING BRACKET,"SERVICE BRAKES, AIR",Vehicle,323.0,No,No
01/18/2000,"Suzuki Motor USA, LLC",SUZUKI/CRANKCASE,ENGINE AND ENGINE COOLING,Vehicle,1458.0,No,No
01/18/2000,Toyota Motor Corporation,TOYOTA/TAIL LAMP SOCKETS,EXTERIOR LIGHTING,Vehicle,16472.0,No,No
01/18/2000,Volvo Trucks North America,VOLVO TRUCKS/FMVSS 393/LIQUID FUEL TANKS,"FUEL SYSTEM, GASOLINE",Vehicle,468.0,No,No
01/11/2000,AM GENERAL LLC,AM GENERAL/BRAKE LINE CHAFES,"SERVICE BRAKES, HYDRAULIC",Vehicle,980.0,No,No
01/11/2000,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/LOWER CONTROL ARM,SUSPENSION,Vehicle,76.0,No,No
01/10/2000,Silver Eagle Manufacturing Company,SILVER EAGLE/DOLLY TILTSTOP,TRAILER HITCHES,Vehicle,156.0,No,No
01/06/2000,Mazda North American Operations,MAZDA/AIR BAG DEPLOYMENT,AIR BAGS,Vehicle,19000.0,No,No
01/04/2000,"Elgin Sweeper Company, Inc.",ELGIN SWEEPER/CRUISE CONTROL,VEHICLE SPEED CONTROL,Vehicle,40.0,No,No
01/03/2000,FREIGHTLINER LLC,FREIGHTLINER/HALDEX/FMVSS 121,PARKING BRAKE,Vehicle,33.0,No,No
01/03/2000,Shyft Group,SPARTAN/ACCELERATOR CABLE,VEHICLE SPEED CONTROL,Vehicle,623.0,No,No
12/29/1999,Ford Motor Company,FORD/LABEL,EQUIPMENT,Vehicle,1381.0,No,No
12/29/1999,FREIGHTLINER LLC,FREIGHTLINER/FRONT AXLE ASSEMBLY,STEERING,Vehicle,2588.0,No,No
12/29/1999,"SAAB CARS USA, INC.",SAAB/FMVSS 135/BRAKE RESERVOIR LABEL,EQUIPMENT,Vehicle,424.0,No,No
12/29/1999,Seahawk Recreational Vehicles,SEAHAWK/TRAILER HITCH,TRAILER HITCHES,Vehicle,850.0,No,No
12/23/1999,Ducati North America,DUCATI/REAR WHEEL SPINDLE,WHEELS,Vehicle,4165.0,No,No
12/20/1999,"Nissan North America, Inc.",NISSAN/TAIL LAMP SOCKETS,EXTERIOR LIGHTING,Vehicle,67000.0,No,No
12/17/1999,"General Motors, LLC",GM/FMVSS 108,EXTERIOR LIGHTING,Vehicle,35725.0,No,No
12/17/1999,"General Motors, LLC",GM/FMVSS 108,EXTERIOR LIGHTING,Vehicle,411880.0,No,No
12/17/1999,"General Motors, LLC",GM/FRONT BRAKE HOSE,"SERVICE BRAKES, HYDRAULIC",Vehicle,111.0,No,No
12/17/1999,Mazda North American Operations,MAZDA/HEADLIGHT WIRE,EXTERIOR LIGHTING,Vehicle,40000.0,No,No
12/16/1999,"General Motors, LLC",GM/WINDSHIELD WIPER,VISIBILITY,Vehicle,155149.0,No,No
12/15/1999,Honda (American Honda Motor Co.),HONDA/FRAME WELDS,STRUCTURE,Vehicle,65.0,No,No
12/15/1999,"Regency Conversions, Inc.",REGENCY/FMVSS 120/CERTIFICATION LABEL,EQUIPMENT,Vehicle,9100.0,No,No
12/15/1999,"Regency Conversions, Inc.",REGENCY/PART 567,EQUIPMENT,Vehicle,9100.0,No,No
12/14/1999,"Forest River, Inc.",FOREST RIVER/COOKTOP,EQUIPMENT,Vehicle,459.0,No,No
12/14/1999,FREIGHTLINER LLC,FREIGHTLINER/BRAKE PEDAL,"SERVICE BRAKES, AIR",Vehicle,1800.0,No,No
12/14/1999,INTERNATIONAL TRUCK & ENGINE CORPORATION,NAVISTAR/AIR BRAKE S-CAM,"SERVICE BRAKES, AIR",Vehicle,944.0,No,No
12/14/1999,INTERNATIONAL TRUCK & ENGINE CORPORATION,NAVISTAR/CHECK VALVES,"SERVICE BRAKES, AIR",Vehicle,254.0,No,No
12/13/1999,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/FRONT BRAKE ROTOR,"SERVICE BRAKES, HYDRAULIC",Vehicle,334047.0,No,No
12/10/1999,CUSTOM COACH CORPORATION,CUSTOM COACH/HEATING SYSTEM,EQUIPMENT,Vehicle,5.0,No,No
12/10/1999,Ford Motor Company,FORD/TAIL LAMP SOCKETS,EXTERIOR LIGHTING,Vehicle,41891.0,No,No
12/09/1999,PACCAR Incorporated,"PACCAR/MERITOR/15"" DIAMETER CAM BRAKES","SERVICE BRAKES, AIR",Vehicle,45.0,No,No
12/07/1999,"Kawasaki Motors Corp., U.S.A.",KAWASAKI/FUEL HOSE/FILTER,"FUEL SYSTEM, GASOLINE",Vehicle,2800.0,No,No
12/03/1999,DAEWOO MOTOR DE PUERTO RICO,DAEWOO PUERTO RICO/ALLOY WHEELS,WHEELS,Vehicle,1634.0,No,No
12/03/1999,Ford Motor Company,FORD/CRUISE CONTROL,VEHICLE SPEED CONTROL,Vehicle,28958.0,No,No
12/03/1999,"Kawasaki Motors Corp., U.S.A.",KAWASAKI/CLUTCH,POWER TRAIN,Vehicle,3504.0,No,No
12/02/1999,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/FRONT PASSENGER AIR BAG,AIR BAGS,Vehicle,350.0,No,No
12/02/1999,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/FUEL TANK ATTACHING STRAPS,"FUEL SYSTEM, GASOLINE",Vehicle,150729.0,No,No
12/02/1999,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/REAR BRAKE TUBES,"SERVICE BRAKES, HYDRAULIC",Vehicle,96892.0,No,No
12/02/1999,"General Motors, LLC",GM/FUEL TANK RELIEF VALVE,"FUEL SYSTEM, GASOLINE",Vehicle,36848.0,No,No
11/30/1999,GM DAEWOO AUTO & TECHNOLOGY COMPANY,DAEWOO/ALLOY WHEELS,WHEELS,Vehicle,2811.0,No,No
11/30/1999,"WESTERN STAR TRUCKS, INC.","WESTERN STAR/MERITOR/15"" DIAMETER CAM BRAKES","SERVICE BRAKES, AIR",Vehicle,50.0,No,No
11/26/1999,"Erwin Hymer Group North America, Inc.",HOME & PARK/FUEL PICKUP PORT,"FUEL SYSTEM, GASOLINE",Vehicle,606.0,No,No
11/24/1999,Mazda North American Operations,MAZDA/HYDRAULIC LIFT CYLINDERS,STRUCTURE,Vehicle,6800.0,No,No
11/24/1999,MITSUBISHI CARIBBEAN,MITSUBISHI CARIBBEAN/AIR BAG DEPLOYMENT,AIR BAGS,Vehicle,3000.0,No,No
11/23/1999,Blue Bird Body Company,BLUE BIRD/FRONT END SHIMMY,SUSPENSION,Vehicle,257.0,No,No
11/23/1999,"MARK III INDUSTRIES, INC.",MARK III/FMVSS 120/TIRE SIZE,EQUIPMENT,Vehicle,37078.0,No,No
11/23/1999,"Mitsubishi Motors North America, Inc.",MITSUBISHI AMERICA/BATTERY WIRING HARNESS,ELECTRICAL SYSTEM,Vehicle,19179.0,No,No
11/23/1999,MITSUBISHI CARIBBEAN,MITSUBISHI CARIBBEAN/BATTERY WIRING HARNESS,ELECTRICAL SYSTEM,Vehicle,532.0,No,No
11/23/1999,INTERNATIONAL TRUCK & ENGINE CORPORATION,NAVISTAR/AIR BRAKE LINE,"SERVICE BRAKES, AIR",Vehicle,277.0,No,No
11/23/1999,REXHALL INDUSTRIES INC,REXHALL/FMVSS 105,"SERVICE BRAKES, HYDRAULIC",Vehicle,1837.0,No,No
11/22/1999,Blue Bird Body Company,BLUE BIRD/PARCEL RACK FASTENERS,UNKNOWN OR OTHER,Vehicle,38.0,No,No
11/22/1999,"Mercedes-Benz USA, LLC",MERCEDES-BENZ/AIR BAG MODULE,AIR BAGS,Vehicle,4402.0,No,No
11/22/1999,"Mercedes-Benz USA, LLC",MERCEDES-BENZ/SEAT BELT LATCH MECHANISM,SEAT BELTS,Vehicle,85970.0,No,No
11/22/1999,OVERLAND MOTOR COACH,OVERLAND/ELECTRICAL CONDUIT,ELECTRICAL SYSTEM,Vehicle,281.0,No,No
11/22/1999,"Winnebago Industries, Inc.",WINNEBAGO/LPG PIPE,"FUEL SYSTEM, OTHER",Vehicle,390.0,No,No
11/19/1999,"Kia America, Inc.",KIA/ENGINE STALLING,ELECTRICAL SYSTEM,Vehicle,76986.0,No,No
11/18/1999,"FTCA, Inc.",FLEETWOOD FOLDING/ATWOOD MOBILE/CARB MONOX ALARMS,UNKNOWN OR OTHER,Vehicle,299.0,No,No
11/16/1999,"FLEETWOOD ENTERPRISES, INC.",FLEETWOOD/ATWOOD MOBILE/CARBON MONOXIDE ALARMS,UNKNOWN OR OTHER,Vehicle,5.0,No,No
11/16/1999,"Forest River, Inc.",FOREST RIVER/FMVSS 105,"SERVICE BRAKES, HYDRAULIC",Vehicle,70.0,No,No
11/15/1999,"BMW of North America, LLC",BMW/SIDE DOOR AIR BAGS,AIR BAGS,Vehicle,16749.0,No,No
11/15/1999,"General Motors, LLC",GM/TRANSMISSION SHIFT CABLE,POWER TRAIN,Vehicle,391.0,No,No
11/15/1999,"VAN-CON, INCORPORATED",VAN-CON/FMVSS 217/DOOR OPENER,STRUCTURE,Vehicle,865.0,No,No
11/11/1999,"Airstream, Inc.",AIRSTREAM/FMVSS 105,"SERVICE BRAKES, HYDRAULIC",Vehicle,119.0,No,No
11/10/1999,"Volkswagen Group of America, Inc.",VW/VEHICLE HANDLING,SUSPENSION,Vehicle,6200.0,No,No
11/09/1999,"Aprilia USA, Inc.",APRILIA/REAR DRIVE SPROCKET FASTENERS,POWER TRAIN,Vehicle,289.0,No,No
11/09/1999,"Kia America, Inc.",KIA/ENGINE STALLING (C304/C305),"FUEL SYSTEM, GASOLINE",Vehicle,102944.0,No,No
11/09/1999,"Kia America, Inc.",KIA/ENGINE STALLING (C304/C305),"FUEL SYSTEM, GASOLINE",Vehicle,102944.0,No,No
11/05/1999,"ULTRA CARTS, INC.",ULTRA CARTS/FMVSS 500,EQUIPMENT,Vehicle,44.0,No,No
11/04/1999,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/FRAME STRENGTH,STRUCTURE,Vehicle,546.0,No,No
11/04/1999,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/STEERING GEAR STOPS,STEERING,Vehicle,1259.0,No,No
11/04/1999,Ford Motor Company,FORD/FMVSS 301,"FUEL SYSTEM, GASOLINE",Vehicle,107540.0,No,No
11/03/1999,Ford Motor Company,FORD/HYDRAULIC LIFT CYLINDERS,STRUCTURE,Vehicle,470582.0,No,No
11/03/1999,Newmar Corporation,NEWMAR/FMVSS 105,"SERVICE BRAKES, HYDRAULIC",Vehicle,1304.0,No,No
11/02/1999,Collins Bus Corporation,COLLINS/FMVSS 217,SEAT BELTS,Vehicle,38.0,No,No
11/02/1999,Ford Motor Company,FORD/FUEL TANK CRACKS,"FUEL SYSTEM, GASOLINE",Vehicle,70116.0,No,No
11/01/1999,Blue Bird Body Company,BLUE BIRD/ATWOOD MOBILE/CARBON MONOXIDE ALARMS,UNKNOWN OR OTHER,Vehicle,58.0,No,No
11/01/1999,"Mitsubishi Motors North America, Inc.",MITSUBISHI AMERIC/HEADLAMP-WINDSHIELD WIPER SWITCH,EXTERIOR LIGHTING,Vehicle,98817.0,No,No
11/01/1999,MITSUBISHI CARIBBEAN,MITSUBISHI CARIBB/HEADLAMP-WINDSHIELD WIPER SWITCH,EXTERIOR LIGHTING,Vehicle,2543.0,No,No
11/01/1999,PACCAR Incorporated,PACCAR/KENWORTH/STEERING DRIVELINE,POWER TRAIN,Vehicle,2607.0,No,No
11/01/1999,"POLARIS INDUSTRIES, INC.",POLARIS/VICTORY/REAR SPROCKET BOLTS,WHEELS,Vehicle,2000.0,No,No
11/01/1999,Toyota Motor Corporation,TOYOTA/STEERING WHEEL,STEERING,Vehicle,540037.0,No,No
10/29/1999,"General Motors, LLC",GM/FUEL FILLER,"FUEL SYSTEM, GASOLINE",Vehicle,43218.0,No,No
10/29/1999,"General Motors, LLC",GM/INNER TIE ROD NUTS,STEERING,Vehicle,1284.0,No,No
10/28/1999,EXCELSIOR-HENDERSON,EXCELSIOR-HENDERSON/FUEL LINES,"FUEL SYSTEM, GASOLINE",Vehicle,857.0,No,No
10/28/1999,Harley-Davidson Motor Company,HARLEY-DAVIDSON/BANK ANGLE SENSOR SYSTEM,VEHICLE SPEED CONTROL,Vehicle,52126.0,No,No
10/28/1999,Harley-Davidson Motor Company,HARLEY-DAVIDSON/FUEL TANK VENT SYSTEM,"FUEL SYSTEM, GASOLINE",Vehicle,52126.0,No,No
10/28/1999,Harley-Davidson Motor Company,HARLEY-DAVIDSON/HANDLE BARS,STEERING,Vehicle,9890.0,No,No
10/27/1999,COUNTRY COACH INC,COUNTRY COACH/INNER WHEEL CONE,SUSPENSION,Vehicle,4.0,No,No
10/27/1999,COUNTRY COACH INC,COUNTRY COACH/TIE ROD ASSEMBLY,STEERING,Vehicle,4.0,No,No
10/27/1999,"General Motors, LLC",GM/FMVSS 201/CONSOLE ARMREST,STRUCTURE,Vehicle,7505.0,No,No
10/27/1999,MID BUS CORPORATION,MID BUS/FMVSS 217/EMERGENCY EGRESS EXIT,SEATS,Vehicle,41.0,No,No
10/26/1999,Blue Bird Body Company,BLUE BIRD/POWER CABLE ROUTING,ELECTRICAL SYSTEM,Vehicle,2710.0,No,No
10/26/1999,"FLEETWOOD ENTERPRISES, INC.",FLEETWOOD/CHASSIS,TRAILER HITCHES,Vehicle,1404.0,No,No
10/26/1999,FREIGHTLINER LLC,FREIGHTLINER/STEERING AXLE HUB,SUSPENSION,Vehicle,2976.0,No,No
10/26/1999,Volvo Trucks North America,VOLVO TRUCKS/CONTINENTAL GENERAL/TIRE,TIRES,Vehicle,20.0,No,No
10/25/1999,"NEW FLYER OF AMERICA, INC.",NEW FLYER/LIFT-U/WHEELCHAIR LIFTS,UNKNOWN OR OTHER,Vehicle,174.0,No,No
10/25/1999,"Stratos Boats, Inc.",STRATOS BOATS/ALUMINUM WHEELS,WHEELS,Vehicle,2433.0,No,No
10/21/1999,COUNTRY COACH INC,COUNTRY COACH/PART 567/CERTIFICATION LABEL,EQUIPMENT,Vehicle,633.0,No,No
10/21/1999,"General Motors, LLC",GM/PASSENGER AIR BAG MODULE,AIR BAGS,Vehicle,111.0,No,No
10/20/1999,"FTCA, Inc.",FLEETWOOD FOLDING/NORCOLD/REFRIGERATOR,EQUIPMENT,Vehicle,66788.0,No,No
10/20/1999,"General Motors, LLC",GM/FMVSS 108/BRAKE LAMP SWITCH,EXTERIOR LIGHTING,Vehicle,30605.0,No,No
10/20/1999,"General Motors, LLC",GM/FMVSS 210/SEAT BELT SHOULDER GUIDE,SEAT BELTS,Vehicle,265698.0,No,No
10/20/1999,Land Rover,LAND ROVER/POWER STEERING PULLEY,STEERING,Vehicle,6108.0,No,No
10/20/1999,"NEW FLYER OF AMERICA, INC.",NEW FLYER/FMVSS 121/BRAKE RELEASE TIME,"SERVICE BRAKES, AIR",Vehicle,174.0,No,No
10/20/1999,"NEW FLYER OF AMERICA, INC.",NEW FLYER/FMVSS 121/PARKING BRAKE,PARKING BRAKE,Vehicle,174.0,No,No
10/19/1999,Honda (American Honda Motor Co.),HONDA/WIRING HARNESS ROUTING,ELECTRICAL SYSTEM,Vehicle,100891.0,No,No
10/15/1999,"FLEETWOOD ENTERPRISES, INC.",FLEETWOOD/OVERLOADING,TIRES,Vehicle,3746.0,No,No
10/15/1999,"PREVOST CAR, INCORPORATED",PREVOST/EMERGENCY EXIT WINDOWS,VISIBILITY,Vehicle,940.0,No,No
10/15/1999,"Suzuki Motor USA, LLC",SUZUKI/FMVSS 108/BRAKE LAMP SWITCH,EXTERIOR LIGHTING,Vehicle,8408.0,No,No
10/14/1999,NATIONAL R.V. INC.,NATIONAL RV/LP TANK BRACKET,"FUEL SYSTEM, OTHER",Vehicle,2950.0,No,No
10/12/1999,Ford Motor Company,FORD/FMVSS 102/SHIFT LEVER PATTERN,POWER TRAIN,Vehicle,106.0,No,No
10/12/1999,Ford Motor Company,FORD/HEADLIGHTS,EXTERIOR LIGHTING,Vehicle,164731.0,No,No
10/12/1999,"Suzuki Motor USA, LLC",SUZUKI/CAM CHAIN TENSIONER,ENGINE AND ENGINE COOLING,Vehicle,2670.0,No,No
10/12/1999,TIARA MOTOR COACH DIVISION,TIARA/FMVSS 207-210,SEAT BELTS,Vehicle,191.0,No,No
10/12/1999,Volvo Trucks North America,VOLVO TRUCKS/FMVSS 121/ABS POWER CIRCUIT,TRAILER HITCHES,Vehicle,59.0,No,No
10/07/1999,"BMW of North America, LLC",BMW/REAR AXLE DIFFERENTIAL,POWER TRAIN,Vehicle,36.0,No,No
10/06/1999,"Kia America, Inc.",KIA/WINDSHIELD WIPER LINKAGE,VISIBILITY,Vehicle,90054.0,No,No
10/05/1999,PACCAR Incorporated,PACCAR/PETERBILT/MERITOR BRAKE ASSEMBLIES,"SERVICE BRAKES, AIR",Vehicle,7.0,No,No
09/29/1999,"General Motors, LLC",GM/FMVSS 301/ROLLOVER VALVE,"FUEL SYSTEM, GASOLINE",Vehicle,235.0,No,No
09/29/1999,"HME, Inc.",HME/INNER WHEEL CONE,SUSPENSION,Vehicle,17.0,No,No
09/27/1999,Ford Motor Company,FORD/FMVSS 105/PARK BRAKE WARNING LAMP,PARKING BRAKE,Vehicle,5125.0,No,No
09/22/1999,M-B COMPANIES,M-B COMPANIES/TIE ROD ASSEMBLY,STEERING,Vehicle,5.0,No,No
09/21/1999,INTERNATIONAL TRUCK & ENGINE CORPORATION,NAVISTAR/CROSSMEMBER/ABS BRAKE MOUNTING,"FUEL SYSTEM, GASOLINE",Vehicle,105.0,No,No
09/21/1999,INTERNATIONAL TRUCK & ENGINE CORPORATION,NAVISTAR/PARKING BRAKE,PARKING BRAKE,Vehicle,2497.0,No,No
09/21/1999,INTERNATIONAL TRUCK & ENGINE CORPORATION,NAVISTAR/REAR HYDRAULIC BRAKE HOSES,"SERVICE BRAKES, HYDRAULIC",Vehicle,4495.0,No,No
09/20/1999,Ford Motor Company,FORD/ACCELERATOR CABLE CORE WIRE,VEHICLE SPEED CONTROL,Vehicle,10537.0,No,No
09/20/1999,Ford Motor Company,FORD/SEAT BELT RETRACTOR,SEAT BELTS,Vehicle,25306.0,No,No
09/20/1999,FREIGHTLINER LLC,FREIGHTLINER STEP VAN THROTTLE CABLE BINDING,VEHICLE SPEED CONTROL,Vehicle,15761.0,No,No
09/20/1999,FREIGHTLINER LLC,FREIGHTLINER/DUAL STEER VALVE FAILURE,STEERING,Vehicle,422.0,No,No
09/20/1999,INTERNATIONAL TRUCK & ENGINE CORPORATION,NAVISTAR/SUNSHADE WIRE HARNESS,VISIBILITY,Vehicle,990.0,No,No
09/20/1999,SUN VALLEY CAR CARRIERS INC.,SUN VALLEY/LIGHTING,EXTERIOR LIGHTING,Vehicle,83.0,No,No
09/17/1999,IC CORPORATION,AMTRAN/FMVSS 103/HEATER/DEFROSTER UNITS,VISIBILITY,Vehicle,41.0,No,No
09/17/1999,IC CORPORATION,AMTRAN/FMVSS 210/SEATS,SEATS,Vehicle,177.0,No,No
09/17/1999,CALIFORNIA MOTORCYCLE CO.,CALIFORNIA MOTORCYCLE/PULLEY,ENGINE AND ENGINE COOLING,Vehicle,1052.0,No,No
09/17/1999,"Subaru of America, Inc.",SUBARU/TRANSVERSE LINK BRACKET BOLT,POWER TRAIN,Vehicle,13.0,No,No
09/17/1999,"Volkswagen Group of America, Inc.",VW/FMVSS 201,STRUCTURE,Vehicle,67076.0,No,No
09/15/1999,"COACHMEN INDUSTRIES, INC.",COACHMEN TRAILER FRAME RAIL CRACKING,STRUCTURE,Vehicle,468.0,No,No
09/15/1999,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/BRAKE SYSTEM LAMP,INTERIOR LIGHTING,Vehicle,3102.0,No,No
09/15/1999,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/REAR WHEEL BRAKE TUBES,"SERVICE BRAKES, HYDRAULIC",Vehicle,366508.0,No,No
09/13/1999,"FLEETWOOD ENTERPRISES, INC.",FLEETWOOD/FMVSS 105,"SERVICE BRAKES, HYDRAULIC",Vehicle,1049.0,No,No
09/13/1999,Ford Motor Company,FORD/FUEL VENT HOSE,"FUEL SYSTEM, GASOLINE",Vehicle,22324.0,No,No
09/13/1999,"SAAB CARS USA, INC.",SAAB/MANUAL SEATS,SEATS,Vehicle,5132.0,No,No
09/13/1999,"Volkswagen Group of America, Inc.",VW/TIE RODS,STEERING,Vehicle,51900.0,No,No
09/08/1999,Ford Motor Company,FORD/AIR BAG SENSOR ASSEMBLY,AIR BAGS,Vehicle,280481.0,No,No
09/08/1999,Daimler Commercial Buses NA,ORION/LIFT-U/WHEELCHAIR LIFTS,UNKNOWN OR OTHER,Vehicle,646.0,No,No
09/07/1999,"THOMAS BUILT BUSES, INC.",THOMAS BUILT BUSES/FMVSS 210/SEAT ANCHORS,SEAT BELTS,Vehicle,106.0,No,No
09/02/1999,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/LIFTGATE SUPPORT BRACKET,STRUCTURE,Vehicle,1318189.0,No,No
09/01/1999,"Jayco, Inc.",JAYCO/LP GAS LINE FAILURE,"FUEL SYSTEM, OTHER",Vehicle,152.0,No,No
08/30/1999,Volvo Trucks North America,VOLVO TRUCKS/FMVSS 121,"SERVICE BRAKES, AIR",Vehicle,166.0,No,No
08/30/1999,"Volvo Car USA, LLC",VOLVO/HEADLIGHT SWITCH,EXTERIOR LIGHTING,Vehicle,139588.0,No,No
08/30/1999,"Volvo Car USA, LLC",VOLVO/PASSENGER AIR BAG,AIR BAGS,Vehicle,124381.0,No,No
08/27/1999,"General Motors, LLC",GM/BRAKE BOOSTER/PEDAL ASSEMBLY,"SERVICE BRAKES, HYDRAULIC",Vehicle,988.0,No,No
08/27/1999,"General Motors, LLC",GM/CLUTCH,POWER TRAIN,Vehicle,69.0,No,No
08/26/1999,Land Rover,LAND ROVER/ABS,"SERVICE BRAKES, HYDRAULIC",Vehicle,11583.0,No,No
08/25/1999,"HPA MONON TRAILER, INC.",HPA MONON/FMVSS 223,STRUCTURE,Vehicle,11565.0,No,No
08/24/1999,"General Motors, LLC",GM/FMVSS 135,"SERVICE BRAKES, HYDRAULIC",Vehicle,5373.0,No,No
08/23/1999,Blue Bird Body Company,BLUE BIRD/FMVSS 102,ELECTRICAL SYSTEM,Vehicle,101.0,No,No
08/23/1999,"General Motors, LLC",GM/FMVSS 208,UNKNOWN OR OTHER,Vehicle,2692.0,No,No
08/23/1999,"General Motors, LLC",GM/FMVSS 581,STRUCTURE,Vehicle,1592.0,No,No
08/20/1999,NATIONAL R.V. INC.,NATIONAL RV/FMVSS 105,"SERVICE BRAKES, HYDRAULIC",Vehicle,266.0,No,No
08/19/1999,Honda (American Honda Motor Co.),HONDA/TRANSMISSION,POWER TRAIN,Vehicle,96518.0,No,No
08/18/1999,Ford Motor Company,FORD/DOOR LATCH,LATCHES/LOCKS/LINKAGES,Vehicle,10011.0,No,No
08/18/1999,"VAN-CON, INCORPORATED",VAN-CON/FMVSS 217,STRUCTURE,Vehicle,850.0,No,No
08/18/1999,Volvo Trucks North America,VOLVO TRUCKS/COMPACT HEATER,VISIBILITY,Vehicle,352.0,No,No
08/17/1999,FREIGHTLINER LLC,FREIGHTLINER/RIGHT HAND DRIVE,STEERING,Vehicle,224.0,No,No
08/17/1999,"GEORGIE BOY MFG., LLC",GEORGIE BOY/FMVSS 105,"SERVICE BRAKES, HYDRAULIC",Vehicle,146.0,No,No
08/16/1999,FREIGHTLINER LLC,FREIGHTLINER/POWER STEERING,STEERING,Vehicle,1182.0,No,No
08/16/1999,Mazda North American Operations,MAZDA/SPEEDOMETER FAILURE,POWER TRAIN,Vehicle,47651.0,No,No
08/12/1999,"COACHMEN INDUSTRIES, INC.",COACHMEN/LP LINE,EQUIPMENT,Vehicle,51.0,No,No
08/12/1999,Ford Motor Company,FORD/FMVSS 301,"FUEL SYSTEM, GASOLINE",Vehicle,245300.0,No,No
08/12/1999,"NABI Bus, LLC",NABI/HYDRAULIC DAMPENING SYSTEM,TRAILER HITCHES,Vehicle,217.0,No,No
08/12/1999,"Volkswagen Group of America, Inc.",VW/FUEL LINE,"FUEL SYSTEM, GASOLINE",Vehicle,52.0,No,No
08/11/1999,"General Motors, LLC",GM/FMVSS 101,INTERIOR LIGHTING,Vehicle,6584.0,No,No
08/11/1999,"General Motors, LLC",GM/FMVSS 105,"SERVICE BRAKES, HYDRAULIC",Vehicle,3947.0,No,No
08/11/1999,"PAN-WIT, INC.",PAN-WIT/FMVSS 208,SEAT BELTS,Vehicle,450.0,No,No
08/10/1999,Great Dane Trailers,GREAT DANE/WELD,TRAILER HITCHES,Vehicle,4639.0,No,No
08/09/1999,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/ENGINE CRADLE,SUSPENSION,Vehicle,402830.0,No,No
08/09/1999,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/FUEL PUMP,"FUEL SYSTEM, GASOLINE",Vehicle,635469.0,No,No
08/09/1999,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/SUSPENSION,SUSPENSION,Vehicle,49066.0,No,No
08/06/1999,"Chrysler (FCA US, LLC)",DAIMLERCHRYSLER/SEAT BACK BOLT,SEATS,Vehicle,227283.0,No,No
08/05/1999,"Nissan North America, Inc.",NISSAN/FUEL TANK STRAPS,"FUEL SYSTEM, GASOLINE",Vehicle,1600.0,No,No
08/04/1999,UD Trucks Corporation,NISSAN DIESEL/TIRES,TIRES,Vehicle,2215.0,No,No
