Report Received Date,Manufacturer,Subject,Component,Recall Type,Potentially Affected,Park Outside Advisory ,Do Not Drive Advisory
05/25/2018,"Maserati North America, Inc.",Incomplete Sub Frame Welds May Fracture,STRUCTURE,Vehicle,62.0,No,No
08/14/2017,"Mercedes-Benz USA, LLC",ECU Software May Cause Engine Shut Down,ELECTRICAL SYSTEM,Vehicle,12322.0,No,No
08/16/2016,"Mercedes-Benz USA, LLC",Damaged Electronic Stability Control Unit,ELECTRONIC STABILITY CONTROL,Vehicle,62.0,No,No
09/13/2018,Honda (American Honda Motor Co.),Rearview Image Display Failure/FMVSS 111,BACK OVER PREVENTION,Vehicle,232140.0,No,No
11/14/2017,"Chrysler (FCA US, LLC)",Impact Sensor Housing may Fracture,AIR BAGS,Vehicle,3514.0,No,No
06/29/2017,Honda (American Honda Motor Co.),Incorrect Wire Harness Installed on Front Air Bag,AIR BAGS,Vehicle,629.0,No,No
05/08/2015,"General Motors, LLC",Seat-Frame Attachment Hooks may be Loose,SEATS,Vehicle,49980.0,No,No
10/18/2017,"Navistar, Inc.",Seat Belt Mount Rod May Fracture/FMVSS 210,SEAT BELTS,Vehicle,47.0,No,No
08/17/2017,Tiny Idahomes LLC,Incorrect GVWR on the Federal Placard/Part 567,EQUIPMENT,Vehicle,47.0,No,No
05/09/2017,"Mercedes-Benz USA, LLC",Brakes may Drag and Overheat,ELECTRONIC STABILITY CONTROL,Vehicle,5818.0,No,No
03/09/2017,"Airstream, Inc.",Tire may Rub Against Wheel Well,SUSPENSION,Vehicle,293.0,No,No
12/13/2021,"Autocar, LLC",GPS May Interfere with Brake or Throttle Pedals,ELECTRICAL SYSTEM,Vehicle,251.0,No,No
02/11/2021,"Nissan North America, Inc.",Fuel Hose May Disconnect From Fuel Tank,"FUEL SYSTEM, GASOLINE",Vehicle,2150.0,No,No
07/27/2015,"Chrysler (FCA US, LLC)",Incorrectly Heat Treated Rear Lower Control Arms,SUSPENSION,Vehicle,5492.0,No,No
01/11/2017,"Subaru of America, Inc.",Passenger Frontal Air Bag Inflator May Rupture,AIR BAGS,Vehicle,69529.0,No,No
12/09/2016,"Jaguar Land Rover North America, LLC",Control Arm Fastener may Fail,SUSPENSION,Vehicle,220.0,No,No
04/02/2020,Daimler Coaches North America,Front Door May Open or Detach While Driving,STRUCTURE,Vehicle,63.0,No,No
02/01/2016,Toyota Motor Engineering & Manufacturing,Inflator Gas may Leak from Driver's Knee Air Bag,AIR BAGS,Vehicle,5072.0,No,No
08/05/2021,"General Motors, LLC",Tire Tread Separation,TIRES,Vehicle,9597.0,No,No
11/18/2020,Lamborghini (Automobili Lamborghini),Fuel May Leak From Fuel Line Quick Connector,"FUEL SYSTEM, GASOLINE",Vehicle,2831.0,No,No
09/17/2018,"Volkswagen Group of America, Inc.",Transmission Fluid Vent Hose may Leak Causing Fire,POWER TRAIN,Vehicle,1916.0,No,No
12/12/2019,"General Motors, LLC",EBCM Software Error,ELECTRONIC STABILITY CONTROL,Vehicle,463995.0,No,No
04/12/2019,Honda (American Honda Motor Co.),Timing Belt Teeth May Separate,ENGINE AND ENGINE COOLING,Vehicle,93946.0,No,No
01/17/2020,Hyundai Motor America,Incorrect GAWR on Certification Label,EQUIPMENT,Vehicle,477.0,No,No
02/22/2022,"Porsche Cars North America, Inc.",Child Seat Anchors May Be Obstructed/FMVSS 225,SEAT BELTS,Vehicle,5305.0,No,No
04/01/2021,"Mercedes-Benz USA, LLC",Faulty Front Seat Position Switch,AIR BAGS,Vehicle,8634.0,No,No
10/24/2018,"Porsche Cars North America, Inc.",Seat Belt May Not Restrain Occupant/FMVSS 209,SEAT BELTS,Vehicle,415.0,No,No
03/13/2017,Ford Motor Company,Driver's Door may Unlatch in a Crash/FMVSS 206,LATCHES/LOCKS/LINKAGES,Vehicle,5470.0,No,No
12/01/2014,"Subaru of America, Inc.",Passenger Air Bag Inflator may Rupture,AIR BAGS,Vehicle,4175.0,No,No
05/28/2021,"Mercedes-Benz USA, LLC",Side Curtain Air Bags May Not Deploy Properly,AIR BAGS,Vehicle,16.0,No,No
10/15/2020,Zero Motorcycles Inc.,DC Converter Has Insufficient Power Output,ELECTRICAL SYSTEM,Vehicle,64.0,No,No
08/02/2019,"Mercedes-Benz USA, LLC",Weld Between Fuel Tank and Filler Pipe May Leak,"FUEL SYSTEM, GASOLINE",Vehicle,128.0,No,No
10/05/2017,"General Motors, LLC",Improper Air Bag Inflation,AIR BAGS,Vehicle,16.0,No,No
08/01/2016,Kovatch Mobile Equipment Corp.,Transmission May Not Switch from Road to Pump Mode,POWER TRAIN,Vehicle,112.0,No,No
01/09/2019,"Subaru of America, Inc.",Passenger Frontal Air Bag Inflator May Explode,AIR BAGS,Vehicle,330120.0,No,No
10/08/2020,Harley-Davidson Motor Company,Unexpected Loss of Propulsion,ELECTRICAL SYSTEM,Vehicle,1012.0,No,No
06/03/2020,"Daimler Vans USA, LLC",Front Seat Wiring Harnesses Routed Incorrectly,AIR BAGS,Vehicle,11013.0,No,No
05/15/2019,"Navistar, Inc.","Left, Rear Brake Caliper may Drag","SERVICE BRAKES, AIR",Vehicle,2620.0,No,No
11/05/2020,"General Motors, LLC",Tires may have been Overcured,TIRES,Vehicle,7516.0,No,No
08/27/2020,"BMW of North America, LLC",Horizontal Headlamp Adjustment Possible/FMVSS 108,EXTERIOR LIGHTING,Vehicle,4265.0,No,No
05/23/2019,"BMW of North America, LLC",Improperly Installed Head Air Bags,AIR BAGS,Vehicle,1822.0,No,No
03/25/2020,Indian Motorcycle Company,Output Shaft Bearing May Fail,ENGINE,Vehicle,616.0,No,Yes
10/17/2016,"Jayco, Inc.",Inner Wall of Tires Rubbing Against Wheel Wells,TIRES,Vehicle,81.0,No,No
07/01/2022,Silver Eagle Manufacturing Company,Ballast Hanger Failure,EQUIPMENT,Vehicle,146.0,No,No
05/06/2013,"General Motors, LLC",Hybrid Charging System/Possible Fire or Stall,ELECTRICAL SYSTEM,Vehicle,42904.0,No,No
04/22/2021,"Nissan North America, Inc.",Missing Internal Bushing In Brake Caliper,"SERVICE BRAKES, HYDRAULIC",Vehicle,14054.0,No,No
03/18/2020,"Daimler Vans USA, LLC",Tires May be Improperly Installed,TIRES,Vehicle,65.0,No,No
05/10/2022,"Rivian Automotive, LLC",Improperly Calibrated Front Passenger OCS/FMVSS208,AIR BAGS,Vehicle,473.0,No,No
02/25/2020,"Daimler Vans USA, LLC",Loose Connection at Steering Spindle,STEERING,Vehicle,8595.0,No,No
12/08/2014,Honda (American Honda Motor Co.),Automatic Transmission Not Shifting Into Park,POWER TRAIN,Vehicle,9392.0,No,No
10/31/2022,"Volkswagen Group of America, Inc.",Tire Pressure Loss Not Detected/FMVSS 138,TIRES,Vehicle,224704.0,No,No
07/18/2018,"Forest River, Inc.",Inner Wheel Bearing may Seize,SUSPENSION,Vehicle,164.0,No,No
08/05/2015,Newmar Corporation,Vehicle Ride Height may be Too Low,SUSPENSION,Vehicle,82.0,No,No
03/18/2021,"General Motors, LLC",Seat Belts May Become Damaged,SEAT BELTS,Vehicle,94641.0,No,No
06/07/2018,"Volkswagen Group of America, Inc.",Certain Child Seats may Damage Seat Belt Buckles,SEAT BELTS,Vehicle,54729.0,No,No
05/02/2019,"Yamaha Motor Corporation, USA",Front Brake Lever May Break,SERVICE BRAKES,Vehicle,198.0,No,No
03/02/2018,Newmar Corporation,Taillights May Detach from Vehicle,EXTERIOR LIGHTING,Vehicle,33.0,No,No
11/17/2017,"BMW of North America, LLC",Improperly Torqued Wishbone Suspension Bolts,SUSPENSION,Vehicle,33.0,No,No
09/14/2017,Volvo Bus Corporation,Accelerator Pedal May Not React,VEHICLE SPEED CONTROL,Vehicle,33.0,No,No
04/21/2016,Hyundai Motor America,Air Bag Second Stage may not Inflate Properly,AIR BAGS,Vehicle,33.0,No,No
04/17/2014,"Navistar, Inc.",Missing Bolts On The Brake Caliper Mounting Plate,"SERVICE BRAKES, AIR",Vehicle,297.0,No,No
05/21/2019,Honda (American Honda Motor Co.),Steering Wheel may Damage Air Bag Wiring,AIR BAGS,Vehicle,161252.0,No,No
04/27/2018,"Mercedes-Benz USA, LLC",Oil in Active Curve System may Leak,SUSPENSION,Vehicle,9725.0,No,No
12/22/2020,"General Motors, LLC",Front Left Brake Caliper may Fracture,"SERVICE BRAKES, HYDRAULIC",Vehicle,464.0,No,No
04/13/2022,Toyota Motor Engineering & Manufacturing,Stability Control Deactivated on Startup/FMVSS 126,ELECTRONIC STABILITY CONTROL,Vehicle,458110.0,No,No
06/25/2018,Mazda North American Operations,Curtain Air Bags may not Deploy Properly/FMVSS 226,AIR BAGS,Vehicle,682.0,No,No
11/17/2016,"Mercedes-Benz USA, LLC",Underbody Panel may Melt from Catalyst Heat,STRUCTURE,Vehicle,799.0,No,No
11/17/2021,"Volkswagen Group of America, Inc.",Blocked Drain Tube May Cause Air Bag Deployment,AIR BAGS,Vehicle,54429.0,No,No
07/23/2018,Karma Automotive LLC,Incorrect Driver Side Exterior Rearview Mirror,VISIBILITY,Vehicle,50.0,No,No
09/10/2021,"Maserati North America, Inc.",Automatic Locking Retractor Malfunction/FMVSS 208,SEAT BELTS,Vehicle,701.0,No,No
01/09/2019,"Subaru of America, Inc.",Passenger Frontal Air Bag Inflator May Explode,AIR BAGS,Vehicle,452630.0,No,No
05/03/2017,"Porsche Cars North America, Inc.",Fuel Pump Flange May Crack Causing Fuel Leak,"FUEL SYSTEM, GASOLINE",Vehicle,51497.0,No,No
06/29/2017,Aston Martin The Americas,Incorrectly Calibrated TPMS/FMVSS 138,TIRES,Vehicle,319.0,No,No
11/10/2014,"Daimler Trucks North America, LLC",Defective Valve Seat,"SERVICE BRAKES, AIR",Vehicle,2618.0,No,No
07/08/2021,"Kia America, Inc.",Fuel Leak at Pipe Connection,"FUEL SYSTEM, GASOLINE",Vehicle,21575.0,No,No
11/30/2012,Medtec Ambulance Corporation,Bench Seat Top may Collapse,SEATS,Vehicle,977.0,No,No
02/12/2021,"Mercedes-Benz USA, LLC",Electronic Stability Control Malfunction/FMVSS 126,ELECTRONIC STABILITY CONTROL,Vehicle,41838.0,No,No
04/17/2015,"Volkswagen Group of America, Inc.",Improper Plating may cause Fuel Pump to Fail,"FUEL SYSTEM, GASOLINE",Vehicle,6205.0,No,No
08/02/2021,"BMW of North America, LLC",Loss of Braking Assist,ENGINE,Vehicle,50024.0,No,No
03/10/2021,"Volkswagen Group of America, Inc.",Passenger Air Bag May Deploy Incorrectly,AIR BAGS,Vehicle,3421.0,No,No
07/07/2015,"Ferrari North America, Inc.",Improperly Assembled Drivers Air Bag,AIR BAGS,Vehicle,814.0,No,No
07/01/2015,Honda (American Honda Motor Co.),A/C Compressor Clutch Drive Bolts may Corrode,EQUIPMENT,Vehicle,106439.0,No,No
03/18/2022,"Mercedes-Benz USA, LLC",Disabled Rear Lighting,EXTERIOR LIGHTING,Vehicle,9156.0,No,No
06/27/2014,"General Motors, LLC",Transfer Case may Shift to Neutral/Rollaway Risk,POWER TRAIN,Vehicle,392459.0,No,No
05/28/2021,"Mercedes-Benz USA, LLC",Front Passenger Air Bag May Not Deploy Properly,AIR BAGS,Vehicle,17.0,No,No
04/20/2020,"LDJ Manufacturing, Inc.",Chassis and Upfit Rubber Adhesive May Fail,STRUCTURE,Vehicle,17.0,No,No
01/26/2017,Hyundai Motor America,Loss of Power Brake Assist,"SERVICE BRAKES, HYDRAULIC",Vehicle,33803.0,No,No
04/21/2016,"Kia America, Inc.",Air Bag Second Stage may not Inflate Properly,AIR BAGS,Vehicle,17.0,No,No
06/03/2015,Toyota Motor Engineering & Manufacturing,ABS Actuator may Malfunction,"SERVICE BRAKES, HYDRAULIC",Vehicle,3013.0,No,No
09/19/2014,"General Motors, LLC",Possible Loose Rear Suspension Toe Adjuster Link,SUSPENSION,Vehicle,290241.0,No,No
09/11/2014,Volvo Trucks North America,Brake Caliper Bolts may be Improperly Tightened,"SERVICE BRAKES, AIR",Vehicle,3175.0,No,No
04/06/2020,"KTM North America, Inc.",Rear Brakes May Fail,"SERVICE BRAKES, HYDRAULIC",Vehicle,3164.0,No,No
06/29/2017,Toyota Motor Engineering & Manufacturing,Loose Lock Nut May Cause Tie Rod Separation,STEERING,Vehicle,1761.0,No,No
08/02/2021,"Nissan North America, Inc.",Rear-view Camera Image May Not Display/FMVSS 111,BACK OVER PREVENTION,Vehicle,3569.0,No,No
10/27/2014,"BMW of North America, LLC",Fuel Tank Bolt Weld Not Welded To Specification,"FUEL SYSTEM, GASOLINE",Vehicle,223.0,No,No
10/01/2014,Honda (American Honda Motor Co.),Incorrect Values On Certification Label/Part 567,EQUIPMENT,Vehicle,189.0,No,No
02/15/2019,Oshkosh Corporation,Incorrect Location of Strobe Lights/ FMVSS 108,EXTERIOR LIGHTING,Vehicle,241.0,No,No
06/28/2021,"Gillig, LLC",Misaligned Rear Axle,SUSPENSION,Vehicle,86.0,No,No
01/21/2021,Keystone RV Company,Incorrect Federal Identification Tag/Part 567,EQUIPMENT,Vehicle,207.0,No,No
09/26/2013,"Nissan North America, Inc.",Frontal Passenger Air Bag may not Deploy Properly,AIR BAGS,Vehicle,2310.0,No,No
05/11/2022,Hyundai Motor America,Vehicle Rollaway from Software Error,PARKING BRAKE,Vehicle,10729.0,No,No
01/07/2021,"Volvo Car USA, LLC",SRS Control Unit Can Detach,AIR BAGS,Vehicle,2883.0,No,No
08/23/2018,"BMW of North America, LLC",Missing Fuel Pump Crash Protection Plate,"FUEL SYSTEM, GASOLINE",Vehicle,9953.0,No,No
08/12/2020,"Winnebago Industries, Inc.",Alternator and Serpentine Belts May Disengage,ELECTRICAL SYSTEM,Vehicle,156.0,No,No
08/10/2020,Ford Motor Company,Rear Coil Springs may Fracture,SUSPENSION,Vehicle,2965.0,No,No
07/07/2016,"General Motors, LLC",Incorrect Weight Information on Label/FMVSS 110,EQUIPMENT,Vehicle,4558.0,No,No
06/23/2022,Toyota Motor Engineering & Manufacturing,Axle Shaft May Separate,POWER TRAIN,Vehicle,46176.0,No,No
11/27/2018,"Mercedes-Benz USA, LLC",Seat Belts Incorrectly Detected as Unfastened,SEAT BELTS,Vehicle,4969.0,No,No
06/15/2018,"Mercedes-Benz USA, LLC",Electrical Power Bars in Pre-Fuse Box may be Loose,ELECTRICAL SYSTEM,Vehicle,1701.0,No,No
04/25/2019,"Volvo Car USA, LLC",Rear Suspension Toe Links May Be Loose,SUSPENSION,Vehicle,8266.0,No,No
11/14/2016,Keystone RV Company,Propane Leak Due to Contact with Cross Tube,EQUIPMENT,Vehicle,127.0,No,No
11/14/2019,"Chrysler (FCA US, LLC)",Electric Power Steering Gear Can Short Circuit,STEERING,Vehicle,193.0,No,No
05/28/2015,"Subaru of America, Inc.",Passenger Side Front Air Bag Inflator may Rupture,AIR BAGS,Vehicle,432016.0,No,No
06/12/2015,"Subaru of America, Inc.",Collision Mitigation Braking may not Function,EXTERIOR LIGHTING,Vehicle,71710.0,No,No
02/07/2022,"Volkswagen Group of America, Inc.",Rearview Camera Image May Not Display/FMVSS 111,BACK OVER PREVENTION,Vehicle,665.0,No,No
09/04/2014,"Jet Company, Inc.",Trailer Suspension Pivot Bolt Failure,SUSPENSION,Vehicle,84.0,No,No
12/20/2013,"Mack Trucks, Inc.",Automatic Over-Speed Protection System,ENGINE AND ENGINE COOLING,Vehicle,35.0,No,No
05/09/2019,"Jaguar Land Rover North America, LLC",Regenerative Brake System May Fail/FMVSS 135,SERVICE BRAKES,Vehicle,3083.0,No,No
01/23/2015,"Volkswagen Group of America, Inc.",Fuel Leaking Into Engine Compartment,"FUEL SYSTEM, GASOLINE",Vehicle,44658.0,No,No
06/10/2022,Ford Motor Company,High Voltage Battery Contactor May Overheat,ELECTRICAL SYSTEM,Vehicle,48924.0,No,No
10/04/2018,Toyota Motor Engineering & Manufacturing,"Air Bags May Not Deploy as Intended/FMVSS 208, 214",AIR BAGS,Vehicle,168187.0,No,No
09/05/2013,"Daimler Trucks North America, LLC",Caliper Mounting Bolts,"SERVICE BRAKES, AIR",Vehicle,106.0,No,No
03/04/2021,"Nissan North America, Inc.",Tie Rod Ball Joint Fastener Not Tightened Properly,STEERING,Vehicle,2407.0,No,No
07/05/2018,"Jayco, Inc.",Wiper Arms Lift Away from Windshield/FMVSS 104,VISIBILITY,Vehicle,124.0,No,No
12/18/2017,Ford Motor Company,Inflator Component may Detach During Deployment,AIR BAGS,Vehicle,11113.0,No,No
09/02/2014,Ford Motor Company,Fuel Delivery Module may Crack,"FUEL SYSTEM, GASOLINE",Vehicle,301.0,No,No
07/15/2021,Ford Motor Company,Unsecured Wire Harness,ELECTRICAL SYSTEM,Vehicle,33298.0,No,No
03/11/2021,"Kia America, Inc.",Occupant Detection System Malfunction/FMVSS 208,AIR BAGS,Vehicle,142.0,No,No
10/04/2019,"Mercedes-Benz USA, LLC",Rear Door Window Trim May Detach,STRUCTURE,Vehicle,13799.0,No,No
06/26/2017,"Volkswagen Group of America, Inc.",Crash Avoidance Parking Brake Use/FMVSS 108,EXTERIOR LIGHTING,Vehicle,24754.0,No,No
06/19/2015,Motor Coach Industries,Hub Carrier may Crack,POWER TRAIN,Vehicle,232.0,No,No
01/28/2015,"General Motors, LLC",Tire Tread Cracking/FMVSS 110,TIRES,Vehicle,9074.0,No,No
12/05/2019,Honda (American Honda Motor Co.),Rear Subframe Separation,STRUCTURE,Vehicle,358.0,No,No
11/05/2015,Nova Bus (US) Inc.,Passenger Counter Location Causing Pinch Hazard,STRUCTURE,Vehicle,304.0,No,No
11/23/2016,"Chrysler (FCA US, LLC)",Fuel Tank may have Cracked Control Valve,"FUEL SYSTEM, GASOLINE",Vehicle,359.0,No,No
06/15/2023,Mazda North American Operations,Loss of Vehicle Control,STEERING,Vehicle,18.0,No,No
07/07/2021,Xtreme Outdoors,Insufficient Trailer Shell Support Bracket,EQUIPMENT,Vehicle,18.0,No,No
09/11/2019,Keystone RV Company,Emergency Exit not Marked,EQUIPMENT,Vehicle,18.0,No,No
06/21/2019,Oshkosh Corporation,Positive Battery Cable may Chafe and Short,ELECTRICAL SYSTEM,Vehicle,18.0,No,No
06/25/2018,Keystone RV Company,Incorrect Rim Size on Federal Label,EQUIPMENT,Vehicle,20.0,No,No
01/09/2018,"Subaru of America, Inc.",Passenger Frontal Air Bag Inflator May Explode,AIR BAGS,Vehicle,93209.0,No,No
03/17/2017,"BMW of North America, LLC",Passenger Frontal Air Bag Inflator May Rupture,AIR BAGS,Vehicle,36.0,No,No
10/26/2016,"General Motors, LLC",Side Air Bag Fabric May Tear During Deployment,AIR BAGS,Vehicle,18.0,No,No
10/24/2016,"ARBOC Specialty Vehicles, LLC",Engine can be Started while being Serviced,ENGINE,Vehicle,18.0,No,No
09/02/2016,"Tiffin Motorhomes, Inc.",Passenger Side View Mirror may not Hold Position,VISIBILITY,Vehicle,36.0,No,No
06/02/2016,"Autocar, LLC",Defective Engine Control Module may Cause Stall,ENGINE AND ENGINE COOLING,Vehicle,18.0,No,No
05/25/2016,"Subaru of America, Inc.",Passenger Frontal Air Bag Inflator May Rupture,AIR BAGS,Vehicle,302127.0,No,No
05/12/2015,Blue Bird Body Company,School Bus Seats may be too Flammable/FMVSS 302,SEATS,Vehicle,36.0,No,No
08/05/2021,"General Motors, LLC",Roof Rail Side Air Bags May Not Deploy Properly,AIR BAGS,Vehicle,34157.0,No,No
06/03/2021,"Jaguar Land Rover North America, LLC",PCM May Switch Off and Cause Engine Stall,ELECTRICAL SYSTEM,Vehicle,163.0,No,No
06/10/2015,"Nissan North America, Inc.",ABS Actuator may Malfunction,"SERVICE BRAKES, HYDRAULIC",Vehicle,9614.0,No,No
03/26/2021,"Mercedes-Benz USA, LLC",Seat Limiter may Allow Seat too Close to Air Bag,SEATS,Vehicle,109.0,No,No
12/19/2019,Mazda North American Operations,Emergency Braking Can Activate Unexpectedly,FORWARD COLLISION AVOIDANCE,Vehicle,35390.0,No,No
07/28/2020,Honda (American Honda Motor Co.),Power Sliding Doors May Open While Moving,LATCHES/LOCKS/LINKAGES,Vehicle,324196.0,No,No
03/24/2021,Hyundai Motor America,High Pressure Fuel Tube May Leak,"FUEL SYSTEM, GASOLINE",Vehicle,147.0,No,No
10/18/2017,"Volkswagen Group of America, Inc.",Back-Up Lights may not be Bright Enough/FMVSS 108,EXTERIOR LIGHTING,Vehicle,5509.0,No,No
03/11/2022,Ford Motor Company,Blank or Distorted Rearview Camera Image,BACK OVER PREVENTION,Vehicle,78376.0,No,No
10/05/2018,"Daimler Trucks North America, LLC",Emergency Exit not Opening Wide Enough/FMVSS 217,STRUCTURE,Vehicle,701.0,No,No
09/26/2018,"General Motors, LLC",Rear Seatbelt Retractor May Not Lock/FMVSS 208,SEAT BELTS,Vehicle,15800.0,No,No
07/07/2014,"Genuine Scooters, LLC",Faulty Circuit In ECU may Result in Engine Stall,ELECTRICAL SYSTEM,Vehicle,800.0,No,No
11/06/2019,Blue Bird Body Company,Brake Light Switch may Keep Brake Lights on,EXTERIOR LIGHTING,Vehicle,112.0,No,No
02/13/2019,"Volkswagen Group of America, Inc.",No Visual Warning of Brake Failure/FMVSS 135;101,ELECTRICAL SYSTEM,Vehicle,4064.0,No,No
09/08/2018,Trailstar International Inc,Incorrect Wheel End Nut Cause Wheel Separation,WHEELS,Vehicle,37.0,No,No
09/04/2018,Midwest Fire Equipment & Repair Company,Brake Light may Randomly Illuminate,EXTERIOR LIGHTING,Vehicle,37.0,No,No
07/21/2017,"BMW of North America, LLC",Front Wheel Rim may be Missing Markings/FMVSS 120,WHEELS,Vehicle,37.0,No,No
10/14/2020,"Daimler Vans USA, LLC",Damaged Brake Hose may Result in a Leak,"SERVICE BRAKES, HYDRAULIC",Vehicle,463.0,No,No
10/26/2017,"Jaguar Land Rover North America, LLC",Instrument Cluster Will Go Blank,ELECTRICAL SYSTEM,Vehicle,7036.0,No,No
06/12/2014,"General Motors, LLC","Wire Splice may Corrode and Break/FMVSS 114, 118",ELECTRICAL SYSTEM,Vehicle,14765.0,No,No
04/03/2020,Isuzu Motors Limited,Improperly Routed Chassis Wire Harness,ELECTRICAL SYSTEM,Vehicle,2399.0,No,No
11/16/2017,"BMW of North America, LLC",Excessive Neck Tension-Extension Force/FMVSS 208,AIR BAGS,Vehicle,32000.0,No,No
05/24/2013,"General Motors, LLC",Brake Lights Flashing Intermittently/FMVSS 108,ELECTRICAL SYSTEM,Vehicle,10210.0,No,No
06/15/2023,Toyota Motor Engineering & Manufacturing,Wheels May Detach from Loose Lug Nuts,WHEELS,Vehicle,298.0,No,Yes
10/17/2016,Entegra Coach,Intermittent Power Steering Assist Loss,STEERING,Vehicle,56.0,No,No
07/06/2016,"Winnebago Industries, Inc.",Water Heater Propane Line may not be Sealed,EQUIPMENT,Vehicle,262.0,No,No
07/13/2022,Toyota Motor Engineering & Manufacturing,Rearview Camera Malfunction/FMVSS 111,BACK OVER PREVENTION,Vehicle,31428.0,No,No
04/17/2023,"Nissan North America, Inc.",Tires May Have Tear in Inner Bead,TIRES,Vehicle,4249.0,No,No
02/14/2020,"Mercedes-Benz USA, LLC",Interior Switches May Not Illuminate/FMVSS 101,ELECTRICAL SYSTEM,Vehicle,2101.0,No,No
10/19/2018,"Daimler Trucks North America, LLC",Brake Lights Remain Activated After Pedal Release,EXTERIOR LIGHTING,Vehicle,6326.0,No,No
11/21/2017,"Chrysler (FCA US, LLC)",Passenger Air Bag Assembly May Contain Loose Nuts,AIR BAGS,Vehicle,27210.0,No,No
08/14/2017,Keystone RV Company,"Propane Lines could be Damaged, then Leak",EQUIPMENT,Vehicle,161.0,No,No
02/15/2023,"Tesla, Inc.",Full Self-Driving Software May Cause Crash,ELECTRICAL SYSTEM,Vehicle,362758.0,No,No
11/10/2016,"Bentley Motors, Inc.",Seat Mechanism and Panel Joints may Loosen,SEATS,Vehicle,378.0,No,No
11/03/2014,"Triumph Motorcycles America, Ltd.",Unintended Fuel Injector Activation,"FUEL SYSTEM, GASOLINE",Vehicle,417.0,No,No
03/26/2021,"Mercedes-Benz USA, LLC",Starter Power Cable May Short Circuit,ELECTRICAL SYSTEM,Vehicle,493.0,No,No
02/25/2021,"Jaguar Land Rover North America, LLC",High Beam Malfunction/FMVSS 108,EXTERIOR LIGHTING,Vehicle,455.0,No,No
05/10/2022,"Jaguar Land Rover North America, LLC",Front Crash Sensors May Malfunction,AIR BAGS,Vehicle,19.0,No,No
09/13/2021,"Volkswagen Group of America, Inc.",Possible Loss of ABS from Brake Booster Corrosion,"SERVICE BRAKES, HYDRAULIC",Vehicle,38.0,No,No
